http://terminology.hl7.org/CodeSystem/v2-0440	DDI	Daily deductible information	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	DIN	Date and institution name	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	DLD	Discharge to location and date	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	DLN	Driver's license number	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	DLT	Delta	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	DR	Date/time range	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	DT	Date	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	DTM	Date/time	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	DTN	Day type and number	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	ED	Encapsulated data	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	EI	Entity identifier	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	EIP	Entity identifier pair	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	ERL	Error location	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	FC	Financial class	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	FT	Formatted text	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	GTS	General timing specification	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	HD	Hierarchic designator	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	ICD	Insurance certification definition	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	ID	Coded Value for HL7 Defined Tables	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	IS	Coded value for user-defined tables	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	JCC	Job code/class	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	LA1	Location with address variation 1	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	LA2	Location with address variation 2	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	MA	Multiplexed array	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	MO	Money	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	MOC	Money and charge code	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	MOP	Money or percentage	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	MSG	Message type	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	NA	Numeric array	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	NDL	Name with date and location	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	NM	Numeric	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	NR	Numeric range	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	OCD	Occurrence code and date	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	OSP	Occurrence span code and date	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	PIP	Practitioner institutional privileges	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	PL	Person location	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	PLN	Practitioner license or other ID number	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	PN	Person Name	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	PPN	Performing person time stamp	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	PRL	Parent result link	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	PT	Processing type	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	PTA	Policy type and amount	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	QIP	Query input parameter list	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	QSC	Query selection criteria	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	RCD	Row column definition	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	RFR	Reference range	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	RI	Repeat interval	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	RMC	Room coverage	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	RP	Reference pointer	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	RPT	Repeat pattern	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	SCV	Scheduling class value pair	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	SI	Sequence ID	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	SN	Structured numeric	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	SNM	String of telephone number digits	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	SPD	Specialty description	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	SRT	Sort order	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	ST	String data	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	TM	Time	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	TN	Telephone Number	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	TQ	Timing / quantity	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	TS	Time Stamp (Date & Time)	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	TX	Text data	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	UVC	UB value code and amount	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	VH	Visiting hours	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	VID	Version identifier	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	VR	Value range	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	WVI	Channel Identifier	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	WVS	Waveform source	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	XAD	Extended address	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	XCN	Extended composite ID number and name for persons	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	XON	Extended composite name and ID number for organizations	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	XPN	Extended person name	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v2-0440	XTN	Extended telecommunications number	\N	4538249e-ba51-41ef-a09f-ab3735c708b2	\N
http://terminology.hl7.org/CodeSystem/v3-NullFlavor	ASKU	asked but unknown	\N	0caea1af-0dc9-4db7-a556-9d7a4d3287b1	\N
http://terminology.hl7.org/CodeSystem/v3-NullFlavor	NA	not applicable	\N	0caea1af-0dc9-4db7-a556-9d7a4d3287b1	\N
http://terminology.hl7.org/CodeSystem/v3-NullFlavor	NASK	not asked	\N	0caea1af-0dc9-4db7-a556-9d7a4d3287b1	\N
http://terminology.hl7.org/CodeSystem/v3-NullFlavor	NAV	temporarily unavailable	\N	0caea1af-0dc9-4db7-a556-9d7a4d3287b1	\N
http://terminology.hl7.org/CodeSystem/v3-NullFlavor	NI	No Information	\N	0caea1af-0dc9-4db7-a556-9d7a4d3287b1	\N
http://terminology.hl7.org/CodeSystem/v3-NullFlavor	NP	not present	\N	0caea1af-0dc9-4db7-a556-9d7a4d3287b1	\N
http://terminology.hl7.org/CodeSystem/v3-NullFlavor	UNK	unknown	\N	0caea1af-0dc9-4db7-a556-9d7a4d3287b1	\N
http://terminology.hl7.org/CodeSystem/v2-0136	N	No	\N	0caea1af-0dc9-4db7-a556-9d7a4d3287b1	\N
http://terminology.hl7.org/CodeSystem/v2-0136	Y	Yes	\N	0caea1af-0dc9-4db7-a556-9d7a4d3287b1	\N
http://terminology.hl7.org/CodeSystem/v3-NullFlavor	NA	Not applicable	\N	414034f2-b656-4630-85be-8437d926d67f	\N
http://terminology.hl7.org/CodeSystem/v3-NullFlavor	NASK	Not asked	\N	414034f2-b656-4630-85be-8437d926d67f	\N
http://terminology.hl7.org/CodeSystem/v3-NullFlavor	NAV	Not available	\N	414034f2-b656-4630-85be-8437d926d67f	\N
http://terminology.hl7.org/CodeSystem/v2-0290	(pad)	=	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	0	A	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	1	B	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	10	K	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	11	L	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	12	M	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	13	N	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	14	O	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	15	P	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	16	Q	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	17	R	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	18	S	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	19	T	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	2	C	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	20	U	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	21	V	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	22	W	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	23	X	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	24	Y	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	25	Z	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	26	a	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	27	b	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	28	c	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	29	d	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	3	D	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	30	e	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	31	f	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	32	g	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	33	h	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	34	I	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	35	j	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	36	k	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	37	l	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	38	m	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	39	n	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	4	E	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	40	o	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	41	p	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	42	q	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	43	r	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	44	s	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	45	t	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	46	u	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	47	v	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	48	w	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	49	x	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	5	F	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	50	y	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	51	z	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	52	0	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	53	1	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	54	2	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	55	3	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	56	4	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	57	5	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	58	6	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	59	7	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	6	G	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	60	8	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	61	9	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	62	+	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	63	/	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	7	H	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	8	I	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0290	9	J	\N	9d487a66-e5c2-4651-a010-4f6638b8550a	\N
http://terminology.hl7.org/CodeSystem/v2-0291	...	Source RFC 2046	\N	e84203d8-fd38-4131-9ea3-f4d2c5cb42ae	\N
http://terminology.hl7.org/CodeSystem/v2-0291	BASIC	ISDN PCM audio data	\N	e84203d8-fd38-4131-9ea3-f4d2c5cb42ae	\N
http://terminology.hl7.org/CodeSystem/v2-0291	DICOM	Digital Imaging and Communications in Medicine	\N	e84203d8-fd38-4131-9ea3-f4d2c5cb42ae	\N
http://terminology.hl7.org/CodeSystem/v2-0291	FAX	Facsimile data	\N	e84203d8-fd38-4131-9ea3-f4d2c5cb42ae	\N
http://terminology.hl7.org/CodeSystem/v2-0291	GIF	Graphics Interchange Format	\N	e84203d8-fd38-4131-9ea3-f4d2c5cb42ae	\N
http://terminology.hl7.org/CodeSystem/v2-0291	HTML	Hypertext Markup Language	\N	e84203d8-fd38-4131-9ea3-f4d2c5cb42ae	\N
http://terminology.hl7.org/CodeSystem/v2-0291	JOT	Electronic ink data (Jot 1.0 standard)	\N	e84203d8-fd38-4131-9ea3-f4d2c5cb42ae	\N
http://terminology.hl7.org/CodeSystem/v2-0291	JPEG	Joint Photographic Experts Group	\N	e84203d8-fd38-4131-9ea3-f4d2c5cb42ae	\N
http://terminology.hl7.org/CodeSystem/v2-0291	Octet-stream	Uninterpreted binary data	\N	e84203d8-fd38-4131-9ea3-f4d2c5cb42ae	\N
http://terminology.hl7.org/CodeSystem/v2-0291	PICT	PICT format image data	\N	e84203d8-fd38-4131-9ea3-f4d2c5cb42ae	\N
http://terminology.hl7.org/CodeSystem/v2-0291	PostScript	PostScript program	\N	e84203d8-fd38-4131-9ea3-f4d2c5cb42ae	\N
http://terminology.hl7.org/CodeSystem/v2-0291	RTF	Rich Text Format	\N	e84203d8-fd38-4131-9ea3-f4d2c5cb42ae	\N
http://terminology.hl7.org/CodeSystem/v2-0291	SGML	Standard Generalized Markup Language (HL7 V2.3.1 and later)	\N	e84203d8-fd38-4131-9ea3-f4d2c5cb42ae	\N
http://terminology.hl7.org/CodeSystem/v2-0291	TIFF	TIFF image data	\N	e84203d8-fd38-4131-9ea3-f4d2c5cb42ae	\N
http://terminology.hl7.org/CodeSystem/v2-0291	x-hl7-cda-level-one	HL7 Clinical Document Architecture Level One document	\N	e84203d8-fd38-4131-9ea3-f4d2c5cb42ae	\N
http://terminology.hl7.org/CodeSystem/v2-0291	XML	Extensible Markup Language (HL7 V2.3.1 and later)	\N	e84203d8-fd38-4131-9ea3-f4d2c5cb42ae	\N
http://terminology.hl7.org/CodeSystem/v2-0291	…	Source RFC 2046	\N	e84203d8-fd38-4131-9ea3-f4d2c5cb42ae	\N
http://terminology.hl7.org/CodeSystem/v2-0292	01	DTP	\N	c9fa3bbc-f844-4b9f-affb-87f08a97170a	\N
http://terminology.hl7.org/CodeSystem/v2-0292	02	OPV	\N	c9fa3bbc-f844-4b9f-affb-87f08a97170a	\N
http://terminology.hl7.org/CodeSystem/v2-0292	03	MMR	\N	c9fa3bbc-f844-4b9f-affb-87f08a97170a	\N
http://terminology.hl7.org/CodeSystem/v2-0292	04	M/R	\N	c9fa3bbc-f844-4b9f-affb-87f08a97170a	\N
http://terminology.hl7.org/CodeSystem/v2-0292	05	measles	\N	c9fa3bbc-f844-4b9f-affb-87f08a97170a	\N
http://terminology.hl7.org/CodeSystem/v2-0292	06	rubella	\N	c9fa3bbc-f844-4b9f-affb-87f08a97170a	\N
http://terminology.hl7.org/CodeSystem/v2-0292	07	mumps	\N	c9fa3bbc-f844-4b9f-affb-87f08a97170a	\N
http://terminology.hl7.org/CodeSystem/v2-0292	08	Hep B, adolescent or pediatric	\N	c9fa3bbc-f844-4b9f-affb-87f08a97170a	\N
http://terminology.hl7.org/CodeSystem/v2-0292	09	Td (adult)	\N	c9fa3bbc-f844-4b9f-affb-87f08a97170a	\N
http://terminology.hl7.org/CodeSystem/v2-0292	10	IPV	\N	c9fa3bbc-f844-4b9f-affb-87f08a97170a	\N
http://terminology.hl7.org/CodeSystem/v2-0292	100	pneumococcal conjugate	\N	c9fa3bbc-f844-4b9f-affb-87f08a97170a	\N
http://terminology.hl7.org/CodeSystem/v2-0292	101	typhoid, ViCPs	\N	c9fa3bbc-f844-4b9f-affb-87f08a97170a	\N
http://terminology.hl7.org/CodeSystem/v2-0292	102	DTP-Hib-Hep B	\N	c9fa3bbc-f844-4b9f-affb-87f08a97170a	\N
http://terminology.hl7.org/CodeSystem/v2-0292	103	meningococcal C conjugate	\N	c9fa3bbc-f844-4b9f-affb-87f08a97170a	\N
http://terminology.hl7.org/CodeSystem/v2-0292	104	Hep A-Hep B	\N	c9fa3bbc-f844-4b9f-affb-87f08a97170a	\N
http://terminology.hl7.org/CodeSystem/v2-0292	105	vaccinia (smallpox) diluted	\N	c9fa3bbc-f844-4b9f-affb-87f08a97170a	\N
http://terminology.hl7.org/CodeSystem/v2-0292	106	DTaP, 5 pertussis antigens6	\N	c9fa3bbc-f844-4b9f-affb-87f08a97170a	\N
http://terminology.hl7.org/CodeSystem/v2-0292	107	DTaP, NOS	\N	c9fa3bbc-f844-4b9f-affb-87f08a97170a	\N
http://terminology.hl7.org/CodeSystem/v2-0292	108	meningococcal, NOS	\N	c9fa3bbc-f844-4b9f-affb-87f08a97170a	\N
